LOG_NODE,COMMIT_ALG,READ_PERC,PERC_REMOTE,ZIPF_THETA,NUM_SERVER_THREADS,CC_ALG,prepare_phase (in us),log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,bytes_received,int_aborts_maat_resolve_failure,cache,num_aborts_restart,90%_latency,num_cache_misses,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_debug3,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,num_cache_evictions,network (in us),commit_phase (in us),time_send_msg,CC (index) (in us),time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_read_queue,time_debug1,int_aborts_maat_resolve_no_feasibles,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),time_recv_msg,num_cache_hits,95%_latency,max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,time_idle,num_aborts_remote,num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase (in us),num_cache_inserts,network_log (in us),num_cache_updates,total_log_yes (in us),num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,time_wait_buffer,time_write_output_queue,CC (row) (in us),num_aborts_rs,num_renew,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,num_pre_aborts
false,ONE_PC,0.5,0.05,0,16,WAIT_DIE,37704.7,0,208,0.141985,263.622,0.0534053,0.000527892,0,0,0,0.0835686,0,0,311,0,289.439,0.00151031,0,0,0,0,0,31201.5,1.1889,0.00468846,28.34,0,0,0,0,2.27817,0,0.0013993,0.000200277,0,0,0.165571,0,0,0,0,0,0,0,0,17.1919,83.623,0.00414241,0,0.100242,0.142128,0,0,0.00304967,0.160373,0,0,0,50,15.7024,0,180,0,0,0,0,0,0,0,132,0,0.0365385,0,0,0,37723.6,0,32004.2,0,0,0,0,0,0,0.244985,0.000604925,0,0,0,0,129,311,0,0,0,0,1.05848,0
false,ONE_PC,0.5,0.05,0,32,WAIT_DIE,44361.5,0,170,0.166781,303.383,0.0595535,0.00087732,0,0,0,0.106499,0,0,561,0,523.014,0.0017221,0,0,0,0,0,33687.4,1.55049,0.00951138,48.5853,0,0,0,0,2.17322,0,0.00157074,0.000597029,0,0,0.22378,0,0,0,0,0,0,0,0,34.3241,155.734,0.00756311,0,0.132391,0.197976,0,0,0.00542604,0.307837,0,0,0,103,31.3621,0,309,0,0,0,0,0,0,0,247,0,0.112575,0,0,0,40782.5,0,35731.2,0,0,0,0,0,0,0.479818,0.00226036,0,0,0,0,211,561,0,0,0,0,1.05312,0
false,TWO_PC,0.5,0.05,0,2,WAIT_DIE,30424.4,0,0,0.122534,283.316,0.0689383,3.8712e-05,0,0,0,0.105888,0,0,30,0,28.1446,8.4663e-05,0,0,0,0,0,22569.5,26294.9,0.000665435,168.368,0,0,0,0,2.15376,0,7.4793e-05,2.2475e-05,0,0,0.0352152,0,0,0,0,0,0,0,0,2.13185,274.91,0.00103626,0,0.108627,0.122534,0,0,0.000282544,0.0269667,0,0,0,4,1.95634,0,14,0,0,0,0,0,0,0,16,0,0.00975219,0,0,0,53001.8,0,26707.8,0,0,0,0,0,0,0.0261735,0.00010869,0,0,0,0,10,30,0,0,0,0,1.04752,0
false,TWO_PC,0.5,0.05,0,4,WAIT_DIE,34915.6,0,0,0.138468,331.508,0.0749316,8.0448e-05,0,0,0,0.121981,0,0,56,0,51.3708,0.000294367,0,0,0,0,0,21944.9,27986.9,0.00141563,269.268,0,0,0,0,2.48243,0,0.000278616,0.000223225,0,0,0.0654869,0,0,0,0,0,0,0,0,4.36045,322.424,0.00344841,0,0.123155,0.138468,0,0,0.000548584,0.0563838,0,0,0,12,3.91147,0,32,0,0,0,0,0,0,0,28,0,0.0215445,0,0,0,56341.5,0,28356,0,0,0,0,0,0,0.0678093,0.00022666,0,0,0,0,16,56,0,0,0,0,1.07237,0
false,TWO_PC,0.5,0.05,0,8,WAIT_DIE,35358.7,0,20,0.154564,213.715,0.0809348,0.000159884,0,0,0,0.106495,0,0,103,0,94.9503,0.000392875,0,0,0,0,0,25706.1,32125.4,0.00241093,62.9803,0,0,0,0,1.76621,0,0.000362284,0.000118521,0,0,0.11106,0,0,0,0,0,0,0,0,8.67823,176.999,0.00205945,0,0.113256,0.154702,0,0,0.00102258,0.0943102,0,0,0,14,7.84528,0,57,0,0,0,0,0,0,0,47,0,0.023506,0,0,0,65024,0,32900,0,0,0,0,0,0,0.131018,0.00030856,0,0,0,0,42,103,0,0,0,0,1.06843,0
false,TWO_PC,0.5,0.05,0,16,WAIT_DIE,35379.8,0,54,0.149054,229.671,0.0784954,0.000345644,0,0,0,0.114656,0,0,215,0,193.092,0.000694566,0,0,0,0,0,27458.3,28441,0.00388327,49.0281,0,0,0,0,2.13363,0,0.000633647,0.000156728,0,0,0.174669,0,0,0,0,0,0,0,0,17.8153,161.291,0.00353587,0,0.122533,0.149125,0,0,0.0021092,0.227753,0,0,0,31,15.6946,0,118,0,0,0,0,0,0,0,96,0,0.0443729,0,0,0,60744.5,0,32304.5,0,0,0,0,0,0,0.331647,0.000397666,0,0,0,0,88,215,0,0,0,0,1.09806,0
false,TWO_PC,0.5,0.05,0,32,WAIT_DIE,36048,0,42,0.13452,314.344,0.0800686,0.000655144,0,0,0,0.115781,0,0,422,0,378.648,0.00131004,0,0,0,0,0,28544.3,29484,0.00913741,68.9102,0,0,0,0,2.37096,0,0.00118942,0.000427445,0,0,0.244778,0,0,0,0,0,0,0,0,35.6637,236.945,0.00630919,0,0.133666,0.134728,0,0,0.00410128,0.446407,0,0,0,78,31.3482,0,233,0,0,0,0,0,0,0,186,0,0.124309,0,0,0,60523.6,0,31040.5,0,0,0,0,0,0,0.677123,0.0010845,0,0,0,0,158,422,0,0,0,0,1.0947,0
false,ONE_PC,0.5,0.05,0,2,WAIT_DIE,34138.7,0,74,0.0836157,148.069,0.0455429,6.888e-05,0,0,0,0.0752516,0,0,45,0,43.2391,6.5546e-05,0,0,0,0,0,22328.6,1.21564,0.00103034,42.9565,0,0,0,0,2.97085,0,5.542e-05,4.2489e-05,0,0,0.0340643,0,0,0,0,0,0,0,0,2.08145,87.2675,0.00104731,0,0.0753659,0.0836157,0,0,0.00043978,0.0192692,0,0,0,6,1.96094,0,24,0,0,0,0,0,0,0,21,0,0.00520871,0,0,0,36162.9,0,31704.8,0,0,0,0,0,0,0.0190959,0.00010345,0,0,0,0,18,45,0,0,0,0,1.02281,0
false,ONE_PC,0.5,0.05,0,4,WAIT_DIE,31899.2,0,96,0.0932187,170.381,0.046063,0.0001472,0,0,0,0.0753339,0,0,90,0,85.179,0.000307187,0,0,0,0,0,26021,1.09917,0.0015604,69.4186,0,0,0,0,2.00647,0,0.000274576,6.0819e-05,0,0,0.063665,0,0,0,0,0,0,0,0,4.2264,132.837,0.00197986,0,0.0833978,0.0932187,0,0,0.000885032,0.0396474,0,0,0,18,3.91904,0,50,0,0,0,0,0,0,0,38,0,0.014714,0,0,0,33434.6,0,27320.2,0,0,0,0,0,0,0.0487724,0.000175952,0,0,0,0,34,90,0,0,0,0,1.03927,0
false,ONE_PC,0.5,0.05,0,8,WAIT_DIE,33546.6,0,293,0.100542,272.443,0.0477931,0.000308172,0,0,0,0.0753497,0,0,170,0,161.861,0.000558445,0,0,0,0,0,27734.8,1.19357,0.00317612,101.329,0,0,0,0,1.91072,0,0.000505861,0.000180402,0,0,0.10609,0,0,0,0,0,0,0,0,8.40227,225.323,0.00360032,0,0.0819833,0.1113,0,0,0.0017057,0.063741,0,0,0,32,7.82078,0,107,0,0,0,0,0,0,0,66,0,0.0468796,0,0,0,34195.5,0,28016.4,0,0,0,0,0,0,0.0909766,0.000506565,0,0,0,0,72,170,0,0,0,0,1.03351,0
false,ONE_PC,0.5,0.05,0,16,WAIT_DIE,36362.5,0,379,0.101187,225.75,0.0494026,0.000572348,0,0,0,0.0753521,0,0,334,0,314.759,0.00161494,0,0,0,0,0,27554.3,0.939817,0.005703,30.6194,0,0,0,0,2.32395,0,0.00151157,0.00022878,0,0,0.163949,0,0,0,0,0,0,0,0,16.9781,93.2741,0.0045351,0,0.0847444,0.101193,0,0,0.00327953,0.13754,0,0,0,55,15.6947,0,195,0,0,0,0,0,0,0,141,0,0.0427905,0,0,0,37053.8,0,31361,0,0,0,0,0,0,0.210801,0.000597876,0,0,0,0,138,334,0,0,0,0,1.0443,0
false,ONE_PC,0.5,0.05,0,32,WAIT_DIE,39020.8,0,210,0.108664,297.528,0.0518437,0.000977292,0,0,0,0.0836185,0,0,633,0,594.658,0.00176107,0,0,0,0,0,28256.7,1.31146,0.0094839,39.8477,0,0,0,0,1.99151,0,0.00158958,0.000619799,0,0,0.221922,0,0,0,0,0,0,0,0,34.0633,123.957,0.00864818,0,0.0954495,0.120448,0,0,0.00610591,0.276898,0,0,0,120,31.3701,0,351,0,0,0,0,0,0,0,280,0,0.10206,0,0,0,38483.8,0,34179.1,0,0,0,0,0,0,0.44207,0.00215265,0,0,0,0,233,633,0,0,0,0,1.04472,0
false,TWO_PC,0.5,0.05,0,2,WAIT_DIE,31729.9,0,0,0.125445,225.188,0.0694094,3.746e-05,0,0,0,0.121291,0,0,30,0,27.913,9.089e-05,0,0,0,0,0,22289.3,26101.4,0.000751048,105.572,0,0,0,0,2.81608,0,8.4353e-05,2.97e-05,0,0,0.0355644,0,0,0,0,0,0,0,0,2.14954,180.868,0.000811552,0,0.122557,0.125445,0,0,0.000280288,0.0301269,0,0,0,4,1.95911,0,13,0,0,0,0,0,0,0,16,0,0.00660614,0,0,0,53865.5,0,27764.8,0,0,0,0,0,0,0.0286571,5.2062e-05,0,0,0,0,10,30,0,0,0,0,1.05638,0
false,TWO_PC,0.5,0.05,0,4,WAIT_DIE,36393.2,0,0,0.155982,158.704,0.0762762,7.658e-05,0,0,0,0.117306,0,0,56,0,50.8587,0.000193153,0,0,0,0,0,21902.1,27399.7,0.00107831,30.2978,0,0,0,0,2.11558,0,0.000167314,4.213e-05,0,0,0.0662505,0,0,0,0,0,0,0,0,4.40436,86.6993,0.0010723,0,0.118359,0.155982,0,0,0.000537652,0.0621591,0,0,0,11,3.92713,0,27,0,0,0,0,0,0,0,28,0,0.00642853,0,0,0,60612.6,0,33213.6,0,0,0,0,0,0,0.0749557,0.000102717,0,0,0,0,17,56,0,0,0,0,1.08369,0
false,TWO_PC,0.5,0.05,0,8,WAIT_DIE,33920.8,0,16,0.141081,146.677,0.0776586,0.000164308,0,0,0,0.121098,0,0,107,0,97.6356,0.000299025,0,0,0,0,0,31448.3,26454.5,0.00193567,34.4565,0,0,0,0,1.62471,0,0.000273292,8.1756e-05,0,0,0.112317,0,0,0,0,0,0,0,0,8.7673,92.6477,0.0017809,0,0.128273,0.141271,0,0,0.0010507,0.104483,0,0,0,17,7.85463,0,56,0,0,0,0,0,0,0,48,0,0.0138174,0,0,0,55185.1,0,28731.5,0,0,0,0,0,0,0.144389,0.000273786,0,0,0,0,42,107,0,0,0,0,1.08003,0
false,TWO_PC,0.5,0.05,0,16,WAIT_DIE,36447.1,0,34,0.151362,233.447,0.0801106,0.00031824,0,0,0,0.111833,0,0,205,0,189.603,0.000746856,0,0,0,0,0,26469.5,30181.2,0.00376461,34.7024,0,0,0,0,2.24591,0,0.000687898,0.000200652,0,0,0.169155,0,0,0,0,0,0,0,0,17.2993,103.49,0.00775274,0,0.119603,0.151393,0,0,0.00199168,0.17039,0,0,0,29,15.7106,0,108,0,0,0,0,0,0,0,94,0,0.0288502,0,0,0,64396,0,34215.7,0,0,0,0,0,0,0.252874,0.000529203,0,0,0,0,82,205,0,0,0,0,1.06629,0
false,TWO_PC,0.5,0.05,0,32,WAIT_DIE,40808.6,0,28,0.155666,271.555,0.0848258,0.000611772,0,0,0,0.125525,0,0,393,0,355.169,0.00187904,0,0,0,0,0,27613.7,30373.3,0.00561831,41.5225,0,0,0,0,2.07111,0,0.00176833,0.000286748,0,0,0.23691,0,0,0,0,0,0,0,0,35.4085,138.584,0.0101085,0,0.128157,0.155743,0,0,0.00382412,0.438828,0,0,0,72,31.4065,0,221,0,0,0,0,0,0,0,173,0,0.0723113,0,0,0,67529.6,0,37157.3,0,0,0,0,0,0,0.64815,0.00103969,0,0,0,0,148,393,0,0,0,0,1.09151,0
false,ONE_PC,0.5,0.05,0,2,WAIT_DIE,31321.7,0,104,0.0754364,289.946,0.0428685,7.24e-05,0,0,0,0.0706589,0,0,48,0,46.0858,0.000139542,0,0,0,0,0,22586.5,1.05752,0.00112787,120.386,0,0,0,0,1.03597,0,0.000124399,4.1564e-05,0,0,0.0343097,0,0,0,0,0,0,0,0,2.08307,262.815,0.00120531,0,0.0751723,0.0754364,0,0,0.000468972,0.0195814,0,0,0,7,1.95164,0,24,0,0,0,0,0,0,0,22,0,0.0145783,0,0,0,33923.1,0,27735.9,0,0,0,0,0,0,0.0191704,0.000121832,0,0,0,0,19,48,0,0,0,0,1.02341,0
false,ONE_PC,0.5,0.05,0,4,WAIT_DIE,33585.2,0,100,0.0953852,315.085,0.0462081,0.000147348,0,0,0,0.0752846,0,0,89,0,83.6113,0.000316746,0,0,0,0,0,23514.1,1.86957,0.001806,231.083,0,0,0,0,1.67231,0,0.000290593,9.2941e-05,0,0,0.064388,0,0,0,0,0,0,0,0,4.2578,301.582,0.00183453,0,0.0753886,0.0953852,0,0,0.00087588,0.0435238,0,0,0,19,3.90218,0,51,0,0,0,0,0,0,0,37,0,0.0309516,0,0,0,33130.4,0,28600,0,0,0,0,0,0,0.0536954,0.000211867,0,0,0,0,33,89,0,0,0,0,1.04669,0
false,ONE_PC,0.5,0.05,0,8,WAIT_DIE,34676.2,0,300,0.108621,248.175,0.049778,0.00030264,0,0,0,0.0753043,0,0,168,0,158.943,0.000585848,0,0,0,0,0,28741.3,1.1102,0.00281183,92.075,0,0,0,0,1.83195,0,0.000526832,0.000141723,0,0,0.106107,0,0,0,0,0,0,0,0,8.45588,205.583,0.00409974,0,0.0754041,0.118401,0,0,0.00167583,0.0705217,0,0,0,30,7.82581,0,101,0,0,0,0,0,0,0,64,0,0.0423325,0,0,0,36508.2,0,30947.8,0,0,0,0,0,0,0.0978162,0.00034988,0,0,0,0,74,168,0,0,0,0,1.04035,0
false,ONE_PC,0.5,0.05,0,16,WAIT_DIE,36619.3,0,147,0.110579,253.506,0.0503676,0.00056214,0,0,0,0.0766159,0,0,332,0,304.648,0.00177047,0,0,0,0,0,28557.2,1.09677,0.00484833,51.7423,0,0,0,0,2.25491,0,0.00166158,0.000249981,0,0,0.167781,0,0,0,0,0,0,0,0,17.4365,172.358,0.00755637,0,0.0858663,0.110776,0,0,0.00325913,0.187475,0,0,0,54,15.6679,0,192,0,0,0,0,0,0,0,140,0,0.0704489,0,0,0,36738.9,0,31749.6,0,0,0,0,0,0,0.283082,0.000635754,0,0,0,0,138,332,0,0,0,0,1.07356,0
false,ONE_PC,0.5,0.05,0,32,WAIT_DIE,39018,0,185,0.108124,311.95,0.0502599,0.00100372,0,0,0,0.0782234,0,0,652,0,611.778,0.00281514,0,0,0,0,0,25702.6,1.32871,0.0115523,50.7706,0,0,0,0,2.14797,0,0.00262858,0.000562865,0,0,0.222077,0,0,0,0,0,0,0,0,34.1039,174.898,0.0149726,0,0.0837465,0.108377,0,0,0.00629342,0.2866,0,0,0,124,31.3349,0,357,0,0,0,0,0,0,0,289,0,0.139401,0,0,0,37428.6,0,34324.7,0,0,0,0,0,0,0.445534,0.00184036,0,0,0,0,239,652,0,0,0,0,1.04381,0
false,TWO_PC,0.5,0.05,0,2,WAIT_DIE,31156.9,0,0,0.12113,252.249,0.0691995,3.9964e-05,0,0,0,0.100463,0,0,30,0,28.2866,8.7479e-05,0,0,0,0,0,21650.8,26459.7,0.000602433,127.978,0,0,0,0,1.78059,0,7.95e-05,2.6687e-05,0,0,0.0351761,0,0,0,0,0,0,0,0,2.12115,240.085,0.00295566,0,0.119612,0.12113,0,0,0.0002848,0.0255317,0,0,0,4,1.95741,0,15,0,0,0,0,0,0,0,16,0,0.00848563,0,0,0,54279.6,0,27820.7,0,0,0,0,0,0,0.0250411,7.444e-05,0,0,0,0,10,30,0,0,0,0,1.04253,0
false,TWO_PC,0.5,0.05,0,4,WAIT_DIE,32701.9,0,10,0.118838,147.113,0.0736101,8.0136e-05,0,0,0,0.103161,0,0,57,0,52.6998,0.00019024,0,0,0,0,0,17138.8,32132.8,0.00117792,58.3559,0,0,0,0,1.86478,0,0.000173835,4.22e-05,0,0,0.0644443,0,0,0,0,0,0,0,0,4.32639,107.161,0.00106062,0,0.11122,0.118838,0,0,0.000551432,0.0519215,0,0,0,12,3.92588,0,29,0,0,0,0,0,0,0,28,0,0.00782749,0,0,0,63073.8,0,30941.6,0,0,0,0,0,0,0.063981,0.000138546,0,0,0,0,17,57,0,0,0,0,1.06422,0
false,TWO_PC,0.5,0.05,0,8,WAIT_DIE,34734,0,28,0.128303,249.713,0.0788369,0.000164156,0,0,0,0.119987,0,0,104,0,97.8068,0.000355697,0,0,0,0,0,29563.5,27869.7,0.00193123,128.42,0,0,0,0,1.43858,0,0.000327751,9.7597e-05,0,0,0.108696,0,0,0,0,0,0,0,0,8.50656,220.244,0.00237172,0,0.124051,0.129822,0,0,0.00103001,0.0757585,0,0,0,16,7.84003,0,57,0,0,0,0,0,0,0,47,0,0.0284125,0,0,0,58046.8,0,30177.9,0,0,0,0,0,0,0.104352,0.000246278,0,0,0,0,41,104,0,0,0,0,1.0477,0
false,TWO_PC,0.5,0.05,0,16,WAIT_DIE,37748.1,0,0,0.144931,168.87,0.0833044,0.000320956,0,0,0,0.111017,0,0,202,0,179.593,0.000915675,0,0,0,0,0,24136.3,33924.2,0.00376124,29.7621,0,0,0,0,2.31889,0,0.000822611,0.000133095,0,0,0.176225,0,0,0,0,0,0,0,0,17.9963,91.9357,0.00553098,0,0.11756,0.145065,0,0,0.00198293,0.24502,0,0,0,29,15.7128,0,112,0,0,0,0,0,0,0,91,0,0.0262659,0,0,0,70698.4,0,36775,0,0,0,0,0,0,0.360058,0.000365203,0,0,0,0,82,202,0,0,0,0,1.1094,0
false,TWO_PC,0.5,0.05,0,32,WAIT_DIE,38826.9,0,51,0.134198,267.379,0.0821514,0.000620088,0,0,0,0.120473,0,0,402,0,371.537,0.0012604,0,0,0,0,0,26465.3,30688.6,0.00688543,44.0677,0,0,0,0,2.26342,0,0.00113682,0.000384557,0,0,0.230984,0,0,0,0,0,0,0,0,34.6237,138.543,0.0059644,0,0.128317,0.160838,0,0,0.00390327,0.335227,0,0,0,72,31.4034,0,221,0,0,0,0,0,0,0,178,0,0.0726544,0,0,0,66188.1,0,35500.5,0,0,0,0,0,0,0.516992,0.00141497,0,0,0,0,152,402,0,0,0,0,1.06566,0
