LOG_NODE,COMMIT_ALG,READ_PERC,PERC_REMOTE,ZIPF_THETA,CC_ALG,NUM_SERVER_THREADS,LOG_TIMEOUT,prepare_phase (in us),log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,bytes_received,int_aborts_maat_resolve_failure,cache,num_aborts_restart,90%_latency,num_cache_misses,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_debug3,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,num_cache_evictions,commit_phase (in us),time_send_msg,CC (index) (in us),time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_read_queue,time_debug1,int_aborts_maat_resolve_no_feasibles,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),time_recv_msg,num_cache_hits,95%_latency,max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,time_idle,num_aborts_remote,network (in us),num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase (in us),num_cache_inserts,network_log (in us),num_cache_updates,total_log_yes (in us),num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,time_wait_buffer,time_write_output_queue,CC (row) (in us),num_aborts_rs,num_renew,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,num_pre_aborts
false,ONE_PC,0.5,0.05,0,WAIT_DIE,32,1000,32505.8,0,670,0.125251,4105.05,0.0490773,0.00104201,0,0,0,0.0829442,0,0,670,0,613.328,0.0019584,0,0,0,0,0,1.2088,0.0117301,45.3785,0,0,0,0,1.61522,0,0.00158787,0.000717712,0,0,0.516871,0,0,0,0,0,0,0,0,34.9568,144.214,0.0599683,0,0.0957882,0.159607,0,0,0.00651626,1.23746,0,0,0,134,26.8593,0,27807.1,398,0,0,0,0,0,1506,0,295,0,0.133761,0,0,0,16521.2,0,29318.3,0,0,0,0,0,0,1.34594,0.00145032,0,0,0,0,241,670,0,0,0,0,0.749078,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,64,1000,66577.2,0,503,0.420448,34347.2,0.129982,0.000749144,0,0,0,0.260937,0,0,503,0,395.932,0.00134512,0,0,0,0,0,1.15398,0.00902331,5609.55,0,0,0,0,1.31128,0,0.00110789,0.000559347,0,0,0.691811,0,0,0,0,0,0,0,0,81.3069,6072.23,0.453544,0,0.307255,0.54759,0,0,0.00479578,5.38329,0,0,0,111,47.5498,0,89548.9,286,0,0,0,0,0,1136,0,214,0,4.16437,0,0,0,26422.1,0,45466.2,0,0,0,0,0,0,3.54683,0.00102424,0,0,0,0,178,503,0,0,0,0,0.738268,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,128,1000,115275,0,361,1.22301,119615,0.276017,0.000506888,0,0,1,0.498764,0,0,361,0,247.197,0.000887957,0,1,0,0,0,293.497,0.129725,9894.41,0,0,0,0,1.01634,0,0.000712253,0.0720251,0,0,0.759944,0,0,0,0,0,0,0,0,186.927,32259.4,0.908638,0,0.829765,1.35305,0,0,0.0034164,16.3635,0,0,0,76,52.1591,0,185607,183,0,0,0,0,1,786,0,161,0,21.2429,0,0,0,37323.6,0,61582.9,0,0,0,0,0,0,7.4797,0.000808039,0,1,0,0,124,361,509.243,0,0,1,0.805711,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,2,1000,19409.3,0,58,0.0748008,229.214,0.0346074,8.3756e-05,0,0,0,0.0688922,0,0,58,0,57.7731,0.000152794,0,0,0,0,0,7480.82,0.0013437,81.0948,0,0,0,0,2.58887,0,0.000130968,4.3571e-05,0,0,0.145329,0,0,0,0,0,0,0,0,2.00785,183.598,0.00442036,0,0.074766,0.0748008,0,0,0.00055612,0.0681725,0,0,0,9,1.62398,0,14485.1,30,0,0,0,0,0,132,0,27,0,0.0128746,0,0,0,11563.8,0,18840.5,0,0,0,0,0,0,0.0700102,0.000122953,0,0,0,0,22,58,0,0,0,0,0.930122,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,4,1000,20988.6,0,111,0.0801285,257.893,0.0368551,0.000181812,0,0,0,0.0723184,0,0,111,0,106.357,0.000356914,0,0,0,0,0,7668.4,0.00258654,124.628,0,0,0,0,1.11424,0,0.000292422,0.000132534,0,0,0.210615,0,0,0,0,0,0,0,0,4.1746,213.08,0.00605403,0,0.0746656,0.0801659,0,0,0.00109682,0.131682,0,0,0,25,3.26162,0,15050.1,67,0,0,0,0,0,262,0,44,0,0.0287948,0,0,0,11529.1,0,19548.3,0,0,0,0,0,0,0.163899,0.000255147,0,0,0,0,42,111,0,0,0,0,0.989365,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,8,1000,23628.2,0,191,0.103105,261.682,0.0427792,0.000339956,0,0,0,0.0799827,0,0,191,0,181.526,0.000628696,0,0,0,0,0,8239.54,0.00442585,57.8601,0,0,0,0,2.06088,0,0.000552343,0.000206102,0,0,0.251451,0,0,0,0,0,0,0,0,8.41753,184.438,0.00389353,0,0.080184,0.103177,0,0,0.00190773,0.2366,0,0,0,36,6.5589,0,20617,118,0,0,0,0,0,474,0,73,0,0.0452295,0,0,0,11283.1,0,19765.5,0,0,0,0,0,0,0.338858,0.000652215,0,0,0,0,82,191,0,0,0,0,1.01597,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,16,1000,22468.5,0,402,0.0950103,263.004,0.0406532,0.000690848,0,0,0,0.074605,0,0,402,0,378.965,0.00137743,0,0,0,0,0,7661.03,0.00731336,74.8775,0,0,0,0,1.78453,0,0.00104744,0.000424717,0,0,0.282003,0,0,0,0,0,0,0,0,16.9725,138.183,0.00849468,0,0.0856952,0.102199,0,0,0.00396684,0.484551,0,0,0,73,13.1948,0,20189.7,239,0,0,0,0,0,974,0,163,0,0.0749797,0,0,0,10462.1,0,17690.9,0,0,0,0,0,0,0.682625,0.00115973,0,0,0,0,166,402,0,0,0,0,1.03409,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,32,1000,25882.5,0,734,0.104948,645.626,0.0446779,0.00112474,0,0,0,0.0877989,0,0,734,0,677.791,0.00230516,0,0,0,0,0,9006.44,0.0232833,218.841,0,0,0,0,1.47075,0,0.00184821,0.00125037,0,0,0.48919,0,0,0,0,0,0,0,0,34.6537,224.725,0.015254,0,0.0938237,0.131003,0,15,0.00704736,1.24197,0,0,0,151,26.8646,0,18570.9,423,0,0,0,0,15,1667,0,316,0,0.235767,0,0,0,14181.2,0,23205.6,0,0,0,0,0,0,1.30398,0.00175496,0,0,0,0,267,734,0,0,0,0,1.03572,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,64,1000,51520,0,613,0.370711,20998.2,0.104271,0.000888728,0,0,0,0.215461,0,0,613,0,496.805,0.0358856,0,0,0,0,0,11900.5,0.0256346,2640.31,0,0,0,0,1.27735,0,0.0355714,0.00883691,0,0,0.487264,0,0,0,0,0,0,0,0,78.9687,3159.74,0.367583,0,0.255366,0.478991,0,0,0.00581752,5.12691,0,0,0,139,47.1565,0,59114.1,342,0,0,0,0,0,1370,0,267,0,4.20887,0,0,0,21168.3,0,35414.1,0,0,0,0,0,0,3.2931,0.0192073,0,0,0,0,207,613,0,0,0,0,1.0056,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,128,1000,122355,0,338,1.17684,108337,0.297482,0.00050948,0,0,0,0.593907,0,0,338,0,221.051,0.000918033,0,0,0,0,0,18517.8,0.0761951,13324,0,0,0,0,1.05473,0,0.000741888,0.000387361,0,0,1.01531,0,0,0,0,0,0,0,0,195.719,45548.3,0.899711,0,0.690262,1.20223,0,0,0.00331346,18.7639,0,0,0,73,48.2904,0,181574,203,0,0,0,0,0,780,0,153,0,25.3413,0,0,0,30053.5,0,50908.9,0,0,0,0,0,0,8.99829,0.000795527,0,0,0,0,112,338,0,0,0,0,0.821841,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,2,1000,21974.9,0,68,0.0573242,158.714,0.0296524,0.000101016,0,0,0,0.0512484,0,0,68,0,66.2477,0.000241781,0,0,0,0,0,1.10926,0.0016244,62.66,0,0,0,0,1.38861,0,0.000190525,6.1846e-05,0,0,0.149602,0,0,0,0,0,0,0,0,2.0529,122.269,0.0018012,0,0.0516931,0.0573242,0,0,0.000663436,0.0758026,0,0,0,12,1.6254,0,15945.3,39,0,0,0,0,0,143,0,31,0,0.0107109,0,0,0,9788.55,0,18622.5,0,0,0,0,0,0,0.0765517,0.000240219,0,0,0,0,25,68,0,0,0,0,0.95008,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,4,1000,23496.4,0,129,0.0604836,235.597,0.0317375,0.000200696,0,0,0,0.0516602,0,0,129,0,123.365,0.000395435,0,0,0,0,0,0.789651,0.00302753,114.743,0,0,0,0,1.86991,0,0.000345736,0.000125858,0,0,0.211909,0,0,0,0,0,0,0,0,4.1827,188.326,0.00822442,0,0.0517313,0.0620363,0,0,0.00125813,0.132111,0,0,0,29,3.2608,0,15467.3,76,0,0,0,0,0,276,0,53,0,0.0299321,0,0,0,11618.5,0,21382.9,0,0,0,0,0,0,0.165133,0.000300369,0,0,0,0,47,129,0,0,0,0,0.990845,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,8,1000,23248.4,0,246,0.0575431,228.582,0.0333734,0.000416788,0,0,0,0.0516941,0,0,246,0,234.441,0.000910408,0,0,0,0,0,1.03389,0.0061874,50.8852,0,0,0,0,2.05555,0,0.000824305,0.000256433,0,0,0.263432,0,0,0,0,0,0,0,0,8.39445,171.727,0.00743161,0,0.0572692,0.0613722,0,0,0.00241703,0.235432,0,0,0,52,6.54685,0,19204.6,152,0,0,0,0,0,563,0,92,0,0.0530136,0,0,0,10289.1,0,19351.2,0,0,0,0,0,0,0.335861,0.000756081,0,0,0,0,102,246,0,0,0,0,1.00712,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,16,1000,25094.4,0,491,0.0819526,257.371,0.0331656,0.000805412,0,0,0,0.0516944,0,0,491,0,470.057,0.00148293,0,0,0,0,0,1.05777,0.0132093,140.169,0,0,0,0,1.5141,0,0.00118011,0.000651769,0,0,0.368551,0,0,0,0,0,0,0,0,16.7129,156.475,0.0101548,0,0.051803,0.0821298,0,0,0.0048078,0.447899,0,0,0,95,13.1446,0,15829.1,292,0,0,0,0,0,1071,0,201,0,0.0989302,0,0,0,12296.2,0,23556.4,0,0,0,0,0,0,0.653966,0.00129253,0,0,0,0,195,491,0,0,0,0,0.995723,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,32,1000,27074.2,0,876,0.0934528,752.68,0.0370373,0.00136904,0,0,0,0.0638234,0,0,876,0,816.833,0.00263192,0,0,0,0,0,1.15983,0.0201877,110.032,0,0,0,0,1.48467,0,0.00214819,0.00103121,0,0,0.392244,0,0,0,0,0,0,0,0,34.3179,127.836,0.0237338,0,0.0663077,0.156784,0,0,0.00850772,1.17867,0,0,0,184,26.624,0,20165.8,507,0,0,0,0,0,1870,0,375,0,0.154284,0,0,0,13022.9,0,24104.4,0,0,0,0,0,0,1.29099,0.00187019,0,0,0,0,317,876,0,0,0,0,1.03019,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,64,1000,60882.1,0,576,0.307753,24861.6,0.109515,0.000828992,0,0,0,0.215466,0,0,576,0,465.664,0.00147587,0,0,0,0,0,1.07926,0.0111118,4856.9,0,0,0,0,1.33555,0,0.00119374,0.00071948,0,0,0.705469,0,0,0,0,0,0,0,0,79.1644,5157.74,0.421827,0,0.243136,0.486707,0,0,0.00547776,5.18832,0,0,0,131,45.2335,0,70710.1,326,0,0,0,0,0,1274,0,255,0,5.05226,0,0,0,24545.6,0,42220.9,0,0,0,0,0,0,3.3164,0.00122165,0,0,0,0,190,576,0,0,0,0,0.763453,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,128,1000,120934,0,339,1.13288,101966,0.268965,0.000513392,0,0,66,0.538671,0,0,339,0,207.546,0.000954383,0,66,0,0,0,282.959,0.0550833,9708.43,0.042926,0,0,0,1.00135,0,0.000769787,0.000393736,0,0,0.831586,0,0,0,0,0,0,0,0,209.072,28038.6,1.12062,0,0.641669,1.23281,0,0,0.00326532,20.4743,0,0,0,71,46.7121,0,182973,211,0,0,0,0,66,803,0,145,0,19.9043,0,0,0,31026.1,0,54604.9,0,0,0,0,0,0,10.0322,0.000742846,0,66,0,0,123,339,141.021,0,0,66,0.965393,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,2,1000,22349.1,0,54,0.0916677,266.685,0.0374031,8.138e-05,0,0,0,0.0693004,0,0,54,0,53.1324,0.000147319,0,0,0,0,0,7221.81,0.00130543,110.566,0,0,0,0,1.91526,0,0.000119778,8.3694e-05,0,0,0.148432,0,0,0,0,0,0,0,0,2.03266,249.868,0.00172288,0,0.0753235,0.0916677,0,0,0.000530136,0.0722419,0,0,0,7,1.62119,0,14216.3,30,0,0,0,0,0,128,0,25,0,0.0160986,0,0,0,12136.1,0,21548.1,0,0,0,0,0,0,0.0735515,0.000155262,0,0,0,0,22,54,0,0,0,0,0.941253,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,4,1000,18268.1,0,129,0.0858148,220.114,0.0316081,0.00019818,0,0,0,0.0575676,0,0,129,0,122.401,0.000394032,0,0,0,0,0,6242.17,0.00276426,78.5717,0,0,0,0,2.12862,0,0.00033946,0.000124245,0,0,0.213016,0,0,0,0,0,0,0,0,4.21566,171.926,0.00521589,0,0.0688189,0.085818,0,0,0.0012485,0.137173,0,0,0,30,3.26238,0,13541.6,74,0,0,0,0,0,294,0,53,0,0.0276521,0,0,0,10383.1,0,17425.4,0,0,0,0,0,0,0.169964,0.000272291,0,0,0,0,46,129,0,0,0,0,0.998629,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,8,1000,20154.7,0,227,0.0752479,202.943,0.0359654,0.000395564,0,0,0,0.0683613,0,0,227,0,215.143,0.000804739,0,0,0,0,0,7053.78,0.00507598,43.5166,0,0,0,0,2.05257,0,0.000732166,0.00017653,0,0,0.252493,0,0,0,0,0,0,0,0,8.44088,137.334,0.00496159,0,0.0689273,0.0807194,0,0,0.00224819,0.244672,0,0,0,45,6.57108,0,16911.5,143,0,0,0,0,0,564,0,85,0,0.0410677,0,0,0,9959.62,0,17695.1,0,0,0,0,0,0,0.339061,0.00046228,0,0,0,0,97,227,0,0,0,0,1.01823,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,16,1000,24590.3,0,384,0.0912702,243.747,0.0429897,0.000654696,0,0,0,0.0743058,0,0,384,0,362.037,0.00117908,0,0,0,0,0,9027.51,0.00749446,49.7578,0,0,0,0,1.76254,0,0.00103375,0.0003423,0,0,0.279933,0,0,0,0,0,0,0,0,16.9706,161.976,0.00902134,0,0.0798839,0.114589,0,0,0.00375467,0.481626,0,0,0,68,13.2339,0,18438.7,223,0,0,0,0,0,923,0,155,0,0.0812198,0,0,0,12872.9,0,21918.6,0,0,0,0,0,0,0.675794,0.00113017,0,0,0,0,161,384,0,0,0,0,1.03413,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,32,1000,30798,0,584,0.161132,3370.21,0.0563706,0.0008754,0,0,0,0.108109,0,0,584,0,531.707,0.00154502,0,0,0,0,0,9215.71,0.0123921,48.5987,0,0,0,0,1.60762,0,0.00126452,0.000668855,0,0,0.410394,0,0,0,0,0,0,0,0,35.1472,157.243,0.0157555,0,0.120457,0.196923,0,0,0.00563719,1.28532,0,0,0,110,26.8115,0,29311.3,316,0,0,0,0,0,1322,0,262,0,0.125081,0,0,0,15479,0,25829.6,0,0,0,0,0,0,1.38718,0.00133237,0,0,0,0,212,584,0,0,0,0,1.03033,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,64,1000,51638.7,0,636,0.336704,17404.1,0.100297,0.000912716,0,0,0,0.211474,0,0,636,0,526.127,0.00168074,0,0,0,0,0,13135.8,0.0148819,4256.11,0,0,0,0,1.07618,0,0.00136523,0.000827115,0,0,0.462802,0,0,0,0,0,0,0,0,77.3653,4433.09,0.526477,0,0.262755,0.470756,0,0,0.00605654,4.54104,0,0,0,146,47.3989,0,52145.3,356,0,0,0,0,0,1415,0,280,0,4.50095,0,0,0,23944.4,0,40142.4,0,0,0,0,0,0,2.83071,0.00145772,0,0,0,0,210,636,0,0,0,0,1.17702,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,128,1000,121024,0,398,1.10529,110212,0.293314,0.000556752,0,0,0,0.598522,0,0,398,0,270.697,0.000939422,0,0,0,0,0,18040.4,0.0549129,7872.06,0,0,0,0,1.26013,0,0.000763618,0.0161739,0,0,0.931339,0,0,0,0,0,0,0,0,188.196,25851.5,0.760248,0,0.771809,1.24081,0,0,0.00376922,17.9342,0,0,0,96,66.1456,0,190265,219,0,0,0,0,0,875,0,174,0,17.7005,0,0,0,36125.7,0,61388.9,0,0,0,0,0,0,8.41498,0.000828391,0,0,0,0,128,398,0,0,0,0,0.542591,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,2,1000,21298.8,0,70,0.0566165,243.868,0.0293662,0.000100532,0,0,0,0.0516309,0,0,70,0,67.5125,0.000348877,0,0,0,0,0,1.01481,0.00178722,121.913,0,0,0,0,1.89889,0,0.000312887,6.117e-05,0,0,0.151946,0,0,0,0,0,0,0,0,2.07369,207.172,0.00184559,0,0.051659,0.0566165,0,0,0.000667296,0.080491,0,0,0,12,1.61931,0,16079.1,35,0,0,0,0,0,140,0,31,0,0.0172636,0,0,0,10458.9,0,18540.1,0,0,0,0,0,0,0.0785331,0.000293457,0,0,0,0,27,70,0,0,0,0,0.959444,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,4,1000,24423.6,0,125,0.0576422,159.714,0.0330248,0.000196032,0,0,0,0.0518033,0,0,125,0,118.743,0.000486889,0,0,0,0,0,1.31166,0.00321349,62.8818,0,0,0,0,2.20029,0,0.000416884,0.000126569,0,0,0.211175,0,0,0,0,0,0,0,0,4.21077,110.123,0.00288693,0,0.0572054,0.0862402,0,0,0.00122066,0.135239,0,0,0,28,3.27094,0,16946.1,75,0,0,0,0,0,272,0,51,0,0.0181919,0,0,0,11156.2,0,20815,0,0,0,0,0,0,0.169883,0.000367522,0,0,0,0,46,125,0,0,0,0,0.997748,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,8,1000,24835.9,0,231,0.0743951,208.562,0.035126,0.000398004,0,0,0,0.0517941,0,0,231,0,223.084,0.000759912,0,0,0,0,0,1.16823,0.00525289,123.907,0,0,0,0,2.03862,0,0.000649521,0.000257559,0,0,0.248908,0,0,0,0,0,0,0,0,8.28387,139.704,0.00481648,0,0.0574105,0.0744539,0,0,0.0022794,0.221476,0,0,0,46,6.55768,0,20154.7,144,0,0,0,0,0,525,0,88,0,0.0423914,0,0,0,11134.9,0,21399.4,0,0,0,0,0,0,0.319122,0.000787286,0,0,0,0,97,231,0,0,0,0,0.998573,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,16,1000,23796.9,0,500,0.059527,228.182,0.0325948,0.000814116,0,0,0,0.0517181,0,0,500,0,480.709,0.0016663,0,0,0,0,0,1.12514,0.0104597,72.677,0,0,0,0,1.62688,0,0.0014696,0.000504072,0,0,0.30449,0,0,0,0,0,0,0,0,16.6421,130.574,0.00854822,0,0.057319,0.0629769,0,0,0.0048618,0.443617,0,0,0,99,13.2081,0,18095.5,289,0,0,0,0,0,1085,0,205,0,0.0881409,0,0,0,11241.2,0,20905.9,0,0,0,0,0,0,0.631788,0.00167654,0,0,0,0,196,500,0,0,0,0,1.00517,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,32,1000,28617.4,0,848,0.0878737,797.561,0.0382086,0.00131749,0,0,0,0.0638363,0,0,848,0,793.058,0.0024585,0,0,0,0,0,1.3454,0.0206641,219.368,0,0,0,0,1.4053,0,0.00198863,0.00102008,0,0,0.391809,0,0,0,0,0,0,0,0,34.2169,230.47,0.0310691,0,0.0718656,0.107091,0,0,0.00820303,1.19537,0,0,0,177,26.5491,0,19395.9,492,0,0,0,0,0,1806,0,364,0,0.278504,0,0,0,14404.3,0,26635.2,0,0,0,0,0,0,1.21744,0.0180717,0,0,0,0,307,848,0,0,0,0,1.0258,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,64,1000,67679.5,0,535,0.339251,28036.4,0.124076,0.000773956,0,0,0,0.243259,0,0,535,0,427.37,0.00132892,0,0,0,0,0,1.02826,0.0147878,1018.33,0,0,0,0,1.05582,0,0.00107639,0.000606462,0,0,0.580743,0,0,0,0,0,0,0,0,80.1179,4215.44,0.655789,0,0.287416,0.427504,0,0,0.00507544,5.20741,0,0,0,117,48.2814,0,82995.6,298,0,0,0,0,0,1193,0,236,0,3.51477,0,0,0,25618.9,0,43508.8,0,0,0,0,0,0,3.50305,0.00103602,0,0,0,0,182,535,0,0,0,0,0.860651,0
false,ONE_PC,0.5,0.05,0,WAIT_DIE,128,1000,113224,0,362,1.31168,126438,0.28234,0.000507572,0,0,0,0.562155,0,0,362,0,241.725,0.00883179,0,0,0,0,0,95.4262,0.0910125,10251.1,0,0,0,0,1.03268,0,0.00865555,0.000448518,0,0,0.825633,0,0,0,0,0,0,0,0,191.689,32943.2,0.924082,0,0.857771,1.41871,0,0,0.0033896,17.4252,0,0,0,72,51.67,0,198553,178,0,0,0,0,0,772,0,164,0,21.5896,0,0,0,32437.2,0,50930.3,0,0,0,0,0,0,8.17979,0.000746454,0,0,0,0,126,362,0,0,0,0,0.77453,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,2,1000,22765.4,0,51,0.0891203,159.392,0.0406841,7.7488e-05,0,0,0,0.07205,0,0,51,0,47.8467,0.000203361,0,0,0,0,0,9115.73,0.00144421,56.7573,0,0,0,0,3.67234,0,0.0001872,6.908e-05,0,0,0.156426,0,0,0,0,0,0,0,0,2.13181,108.802,0.00505017,0,0.0836737,0.0891203,0,0,0.000506768,0.0888989,0,0,0,7,1.62817,0,16963.7,28,0,0,0,0,0,120,0,24,0,0.00755007,0,0,0,12325.4,0,19888,0,0,0,0,0,0,0.0882002,0.000185078,0,0,0,0,20,51,0,0,0,0,0.986908,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,4,1000,24534.2,0,98,0.0856651,237.744,0.0420324,0.00015854,0,0,0,0.0776777,0,0,98,0,91.1641,0.000302911,0,0,0,0,0,7997.66,0.00230737,102.725,0,0,0,0,2.09208,0,0.000260456,7.7082e-05,0,0,0.215771,0,0,0,0,0,0,0,0,4.29994,183.365,0.00272772,0,0.0833574,0.0856651,0,0,0.00095878,0.146627,0,0,0,21,3.26776,0,17600,57,0,0,0,0,0,227,0,41,0,0.0224624,0,0,0,12827.2,0,21717.6,0,0,0,0,0,0,0.18278,0.000226176,0,0,0,0,36,98,0,0,0,0,1.01986,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,8,1000,26722,0,170,0.160406,174.481,0.0481115,0.000300852,0,0,0,0.0829933,0,0,170,0,164.155,0.000543528,0,0,0,0,0,9647.04,0.00360086,71.5068,0,0,0,0,1.96858,0,0.000481375,0.000125157,0,0,0.246108,0,0,0,0,0,0,0,0,8.28484,88.4536,0.00664092,0,0.111587,0.168519,0,0,0.00169337,0.221709,0,0,0,31,6.57022,0,21534.2,105,0,0,0,0,0,423,0,65,0,0.0216053,0,0,0,13321.6,0,23503.1,0,0,0,0,0,0,0.321924,0.000366662,0,0,0,0,74,170,0,0,0,0,1.00086,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,16,1000,24859.5,0,359,0.110341,596.351,0.0457409,0.00059878,0,0,0,0.0816681,0,0,359,0,333.817,0.00111226,0,0,0,0,0,8476.53,0.0075171,66.7663,0,0,0,0,1.55835,0,0.00100025,0.000319609,0,0,0.375971,0,0,0,0,0,0,0,0,17.207,97.9078,0.00621961,0,0.0904393,0.129309,0,0,0.00350186,0.541736,0,0,0,63,13.4201,0,22937.7,209,0,0,0,0,0,860,0,149,0,0.0513505,0,0,0,12079.8,0,20464.8,0,0,0,0,0,0,0.66557,0.000497445,0,0,0,0,147,359,0,0,0,0,1.03204,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,32,1000,26645.2,0,695,0.123693,1255.73,0.047471,0.00105141,0,0,0,0.0943652,0,0,695,0,644.208,0.00192236,0,0,0,0,0,8918.07,0.0206729,117.669,0,0,0,0,1.51553,0,0.00154636,0.00102953,0,0,0.46279,0,0,0,0,0,0,0,0,34.523,120.695,0.0123975,0,0.0962391,0.159557,0,0,0.00670643,1.20853,0,0,0,133,26.8998,0,21644,388,0,0,0,1,0,1590,0,311,0,0.129924,0,0,0,14173.3,0,23511.8,0,0,103.027,1,0,0,1.25005,0.00151571,0,0,0,0,251,695,0,0,0,0,1.03532,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,64,1000,53361.5,0,619,0.327153,19418.9,0.106558,0.000905516,0,0,0,0.227334,0,0,619,0,502.166,0.00163339,0,0,0,0,0,12017.5,0.0135471,1038.33,0,0,0,0,1.43042,0,0.00133432,0.000792016,0,0,0.542751,0,0,0,0,0,0,0,0,78.8903,2954.5,0.317347,0,0.259253,0.392477,0,0,0.00591217,5.36833,0,0,0,134,48.2597,0,62088.4,346,0,0,0,0,0,1394,0,268,0,3.45881,0,0,0,21673.1,0,36797,0,0,0,0,0,0,3.21647,0.00146828,0,0,0,0,217,619,0,0,0,0,1.02939,0
false,TWO_PC,0.5,0.05,0,WAIT_DIE,128,1000,104908,0,344,1.33609,140706,0.299069,0.000412376,0,0,71,0.622223,0,0,344,0,233.031,0.00078249,0,71,0,0,0,14411,0.0577374,37746.1,0.0309537,0,0,0,1.24326,0,0.00062961,0.000351544,0,0,0.730391,0,0,0,0,0,0,0,0,188.953,43160.7,0.738244,0,1.0056,1.48005,0,0,0.00313642,17.5071,0,0,0,73,49.0177,0,192608,151,0,0,0,0,71,682,0,172,0,23.2736,0,0,0,32632.2,0,50554.5,0,0,0,0,0,0,7.79599,0.000716378,0,71,0,0,99,344,106.665,0,0,71,0.89617,0
