log_size,num_log_yes,execute_phase (in us),ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,prepare_phase_1 (in us),num_aborts_restart,num_cache_misses,NUM_SERVER_THREADS,network_log,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,num_renew,time_debug3,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,num_cache_evictions,LOG_TIMEOUT,commit_phase (in us),time_send_msg,CC (index) (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug7,time_debug4,time_read_queue,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),time_recv_msg,num_cache_hits,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,time_idle,num_aborts_remote,network (in us),num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,time_debug1 (in us),num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase (in us),num_cache_inserts,time_debug5 (in us),COMMIT_ALG,time_debug6 (in us),num_cache_updates,total_log_yes (in us),time_write_output_queue,num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,time_wait_buffer,READ_PERC,total logs,CC (row) (in us),num_aborts_rs,time_write_queue,num_no_need_to_renewal,num_remote_write_txn,num_commits,total msgs,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,time_debug2 (in us),prepare_phase_2 (in us),num_pre_aborts
0,0,0,0,0.00699308,0,0,0,0,0,32,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00211588,0,WAIT_DIE,0,0,0,0,1.04273,0,7.815e-05,0.108145,0,true,0,0,0,0,0,0,0,0,0.0107979,0,0,0,7.84e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,59,0,17738.1,0,0,0,0,0,0,1551.97,ONE_PC,25252.2,0,0,0,0,0,0,0,0,0,0,0.5,59,0,0,0,0,0,0,1024,0,0,0,0,0.95616,16699.8,0,0
0,0,0,0,0.00387799,0,0,0,0,0,64,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00189902,0,WAIT_DIE,0,0,0,0,1.24772,0,0.000117825,0.128113,0,true,0,0,0,0,0,0,0,0,0.00720379,0,0,0,4.352e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,68,0,15818.5,0,0,0,0,0,0,1418.13,ONE_PC,22646.5,0,0,0,0,0,0,0,0,0,0,0.5,68,0,0,0,0,0,0,1024,0,0,0,0,1.12064,14901.1,0,0
0,0,0,0,0.00301045,0,0,0,0,0,128,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00131557,0,WAIT_DIE,0,0,0,0,1.42059,0,3.458e-05,0.150087,0,true,0,0,0,0,0,0,0,0,0.00424571,0,0,0,3.068e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,767,64,0,16153.5,0,0,0,0,0,0,1343,ONE_PC,25003.9,0,0,0,0,0,0,0,0,0,0,0.5,64,0,0,0,0,0,0,767,0,0,0,0,1.29026,15250,0,0
0,0,0,0,0.000452992,0,0,0,0,0,2,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000298356,0,WAIT_DIE,0,0,0,0,1.00967,0,7.93e-06,0.104996,0,true,0,0,0,0,0,0,0,0,0.00132847,0,0,0,5.12e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,128,58,0,16049,0,0,0,0,0,0,4015.94,TWO_PC,19109.9,0,0,0,0,0,0,0,0,0,0,0.5,58,0,0,0,0,0,0,128,0,0,0,0,0.917757,15159.7,0,0
0,0,0,0,0.00086746,0,0,0,0,0,4,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000512051,0,WAIT_DIE,0,0,0,0,1.69563,0,1.4554e-05,0.110393,0,true,0,0,0,0,0,0,0,0,0.00191366,0,0,0,9.72e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,243,66,0,15882.6,0,0,0,0,0,0,2562.63,TWO_PC,21632.1,0,0,0,0,0,0,0,0,0,0,0.5,66,0,0,0,0,0,0,243,0,0,0,0,0.964243,14953.4,0,0
0,0,0,0,0.00158596,0,0,0,0,0,8,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000719545,0,WAIT_DIE,0,0,0,0,1.06647,0,2.3876e-05,0.110113,0,true,0,0,0,0,0,0,0,0,0.00368493,0,0,0,1.908e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,477,67,0,15934.2,0,0,0,0,0,0,2402.98,TWO_PC,22892.1,0,0,0,0,0,0,0,0,0,0,0.5,67,0,0,0,0,0,0,477,0,0,0,0,0.971665,14957.8,0,0
0,0,0,0,0.00296466,0,0,0,0,0,16,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00132791,0,WAIT_DIE,0,0,0,0,1.08126,0,5.8708e-05,0.107835,0,true,0,0,0,0,0,0,0,0,0.00595166,0,0,0,3.492e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,873,61,0,16881.7,0,0,0,0,0,0,1463.86,TWO_PC,22035.8,0,0,0,0,0,0,0,0,0,0,0.5,61,0,0,0,0,0,0,873,0,0,0,0,0.936524,15869.9,0,0
0,0,0,0,0.00560903,0,0,0,0,0,32,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00218956,0,WAIT_DIE,0,0,0,0,1.07571,0,6.7321e-05,0.112398,0,true,0,0,0,0,0,0,0,0,0.00966809,0,0,0,6.232e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,62,0,17250.3,0,0,0,0,0,0,1480.4,TWO_PC,26056,0,0,0,0,0,0,0,0,0,0,0.5,62,0,0,0,0,0,0,1024,0,0,0,0,0.985102,16264.3,0,0
0,0,0,0,0.0046451,0,0,0,0,0,64,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.0021056,0,WAIT_DIE,0,0,0,0,1.23434,0,7.491e-05,0.128319,0,true,0,0,0,0,0,0,0,0,0.00832334,0,0,0,5.136e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,74,0,15746.4,0,0,0,0,0,0,1369.86,TWO_PC,24018.9,0,0,0,0,0,0,0,0,0,0,0.5,74,0,0,0,0,0,0,1024,0,0,0,0,1.1274,14748.6,0,0
0,0,0,0,0.00258478,0,0,0,0,0,128,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00117846,0,WAIT_DIE,0,0,0,0,3.18727,0,8.6371e-05,0.317718,0,true,0,0,0,0,0,0,0,0,0.00480961,0,0,0,2.912e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,728,62,0,45250.1,0,0,0,0,0,0,1458.09,TWO_PC,271156,0,0,0,0,0,0,0,0,0,0,0.5,62,0,0,0,0,0,0,728,0,0,0,0,2.75703,44309,0,0
0,0,0,0,0.000600096,0,0,0,0,0,2,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000462051,0,WAIT_DIE,0,0,0,0,1.03637,0,2.4098e-05,0.1056,0,true,0,0,0,0,0,0,0,0,0.00157666,0,0,0,6.72e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,168,66,0,15245.3,0,0,0,0,0,0,3639.39,ONE_PC,18900.4,0,0,0,0,0,0,0,0,0,0,0.5,66,0,0,0,0,0,0,168,0,0,0,0,0.943603,14296.2,0,0
0,0,0,0,0.00100834,0,0,0,0,0,4,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000655791,0,WAIT_DIE,0,0,0,0,1.02855,0,1.3844e-05,0.105417,0,true,0,0,0,0,0,0,0,0,0.00230864,0,0,0,1.124e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,281,55,0,18421.1,0,0,0,0,0,0,1593.67,ONE_PC,22559.5,0,0,0,0,0,0,0,0,0,0,0.5,55,0,0,0,0,0,0,281,0,0,0,0,0.935508,17425.2,0,0
0,0,0,0,0.00218588,0,0,0,0,0,8,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00116813,0,WAIT_DIE,0,0,0,0,1.07211,0,2.9891e-05,0.106489,0,true,0,0,0,0,0,0,0,0,0.00442189,0,0,0,2.572e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,643,62,0,16461.6,0,0,0,0,0,0,2274.09,ONE_PC,20608.7,0,0,0,0,0,0,0,0,0,0,0.5,62,0,0,0,0,0,0,643,0,0,0,0,0.934956,15475.6,0,0
0,0,0,0,0.00422036,0,0,0,0,0,16,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00172262,0,WAIT_DIE,0,0,0,0,1.03424,0,0.000116771,0.109571,0,true,0,0,0,0,0,0,0,0,0.00762935,0,0,0,4.872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,62,0,16799.1,0,0,0,0,0,0,1425.03,ONE_PC,20629.7,0,0,0,0,0,0,0,0,0,0,0.5,62,0,0,0,0,0,0,1024,0,0,0,0,0.944079,15783.8,0,0
0,0,0,0,0.00659292,0,0,0,0,0,32,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00218949,0,WAIT_DIE,0,0,0,0,1.0422,0,8.1307e-05,0.109348,0,true,0,0,0,0,0,0,0,0,0.0110421,0,0,0,7.476e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,57,0,17845.3,0,0,0,0,0,0,1386.76,ONE_PC,26115.6,0,0,0,0,0,0,0,0,0,0,0.5,57,0,0,0,0,0,0,1024,0,0,0,0,0.955957,16802.5,0,0
0,0,0,0,0.00534382,0,0,0,0,0,64,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00203871,0,WAIT_DIE,0,0,0,0,1.21274,0,9.9119e-05,0.122052,0,true,0,0,0,0,0,0,0,0,0.00891452,0,0,0,5.844e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,64,0,17249.6,0,0,0,0,0,0,1420.58,ONE_PC,24959.2,0,0,0,0,0,0,0,0,0,0,0.5,64,0,0,0,0,0,0,1024,0,0,0,0,1.08014,16245.8,0,0
0,0,0,0,0.00290154,0,0,0,0,0,128,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00157153,0,WAIT_DIE,0,0,0,0,1.56383,0,5.1303e-05,0.153362,0,true,0,0,0,0,0,0,0,0,0.00504088,0,0,0,3.332e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,833,70,0,15676.9,0,0,0,0,0,0,1362.15,ONE_PC,24256.1,0,0,0,0,0,0,0,0,0,0,0.5,70,0,0,0,0,0,0,833,0,0,0,0,1.36279,14804.2,0,0
0,0,0,0,0.000478768,0,0,0,0,0,2,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000373992,0,WAIT_DIE,0,0,0,0,1.66552,0,1.3406e-05,0.106,0,true,0,0,0,0,0,0,0,0,0.00113467,0,0,0,5.28e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,132,63,0,15262.5,0,0,0,0,0,0,3298.75,TWO_PC,17860.5,0,0,0,0,0,0,0,0,0,0,0.5,63,0,0,0,0,0,0,132,0,0,0,0,0.925315,14444.6,0,0
0,0,0,0,0.00081878,0,0,0,0,0,4,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000501266,0,WAIT_DIE,0,0,0,0,2.08524,0,1.2655e-05,0.107562,0,true,0,0,0,0,0,0,0,0,0.00555068,0,0,0,9.2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,230,62,0,16519,0,0,0,0,0,0,2629.33,TWO_PC,21361.9,0,0,0,0,0,0,0,0,0,0,0.5,62,0,0,0,0,0,0,230,0,0,0,0,0.95419,15560.8,0,0
0,0,0,0,0.0015494,0,0,0,0,0,8,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00100251,0,WAIT_DIE,0,0,0,0,1.07008,0,5.4608e-05,0.112112,0,true,0,0,0,0,0,0,0,0,0.00327802,0,0,0,1.84e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,460,64,0,16300.4,0,0,0,0,0,0,1938.21,TWO_PC,21695.1,0,0,0,0,0,0,0,0,0,0,0.5,64,0,0,0,0,0,0,460,0,0,0,0,0.973725,15302.3,0,0
0,0,0,0,0.00312344,0,0,0,0,0,16,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.0016463,0,WAIT_DIE,0,0,0,0,1.06216,0,0.000154425,0.112965,0,true,0,0,0,0,0,0,0,0,0.00597578,0,0,0,3.692e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,923,63,0,16902.2,0,0,0,0,0,0,1447.43,TWO_PC,21518.6,0,0,0,0,0,0,0,0,0,0,0.5,63,0,0,0,0,0,0,923,0,0,0,0,0.969863,15856.1,0,0
0,0,0,0,0.00570238,0,0,0,0,0,32,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00244109,0,WAIT_DIE,0,0,0,0,1.07082,0,0.000116223,0.11173,0,true,0,0,0,0,0,0,0,0,0.0100963,0,0,0,6.344e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,61,0,17595.3,0,0,0,0,0,0,1205.58,TWO_PC,23392.5,0,0,0,0,0,0,0,0,0,0,0.5,61,0,0,0,0,0,0,1024,0,0,0,0,0.980078,16567.5,0,0
0,0,0,0,0.00359201,0,0,0,0,0,64,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00157142,0,WAIT_DIE,0,0,0,0,1.22768,0,0.000118056,0.131082,0,true,0,0,0,0,0,0,0,0,0.00607917,0,0,0,3.936e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,984,64,0,16761.2,0,0,0,0,0,0,1380.57,TWO_PC,24654.1,0,0,0,0,0,0,0,0,0,0,0.5,64,0,0,0,0,0,0,984,0,0,0,0,1.11858,15866.1,0,0
0,0,0,0,0.00283482,0,0,0,0,0,128,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00114521,0,WAIT_DIE,0,0,0,0,1.66992,0,5.7134e-05,0.157189,0,true,0,0,0,0,0,0,0,0,0.00476945,0,0,0,3.02e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,755,73,0,16156.9,0,0,0,0,0,0,1363.36,TWO_PC,24336.9,0,0,0,0,0,0,0,0,0,0,0.5,73,0,0,0,0,0,0,755,0,0,0,0,1.37252,15231.1,0,0
0,0,0,0,0.00057092,0,0,0,0,0,2,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000472979,0,WAIT_DIE,0,0,0,0,1.03484,0,1.7785e-05,0.105408,0,true,0,0,0,0,0,0,0,0,0.00124022,0,0,0,6.24e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,156,62,0,15915.3,0,0,0,0,0,0,3601.03,ONE_PC,19503.5,0,0,0,0,0,0,0,0,0,0,0.5,62,0,0,0,0,0,0,156,0,0,0,0,0.942873,14986.9,0,0
0,0,0,0,0.00102915,0,0,0,0,0,4,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000750905,0,WAIT_DIE,0,0,0,0,1.29635,0,3.6283e-05,0.108527,0,true,0,0,0,0,0,0,0,0,0.0023921,0,0,0,1.156e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,289,59,0,17642,0,0,0,0,0,0,1611.62,ONE_PC,22868.9,0,0,0,0,0,0,0,0,0,0,0.5,59,0,0,0,0,0,0,289,0,0,0,0,0.947384,16664.2,0,0
0,0,0,0,0.00226472,0,0,0,0,0,8,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00100894,0,WAIT_DIE,0,0,0,0,1.0234,0,3.1898e-05,0.106565,0,true,0,0,0,0,0,0,0,0,0.0049762,0,0,0,2.668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,667,76,0,13354.1,0,0,0,0,0,0,2459.72,ONE_PC,16960.5,0,0,0,0,0,0,0,0,0,0,0.5,76,0,0,0,0,0,0,667,0,0,0,0,0.934071,12398.6,0,0
0,0,0,0,0.00395077,0,0,0,0,0,16,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00187953,0,WAIT_DIE,0,0,0,0,1.33085,0,7.751e-05,0.106337,0,true,0,0,0,0,0,0,0,0,0.00766322,0,0,0,4.54e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,62,0,16747,0,0,0,0,0,0,1356.61,ONE_PC,22029.3,0,0,0,0,0,0,0,0,0,0,0.5,62,0,0,0,0,0,0,1024,0,0,0,0,0.937788,15736.7,0,0
0,0,0,0,0.00700775,0,0,0,0,0,32,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.0026134,0,WAIT_DIE,0,0,0,0,1.23581,0,0.000148213,0.111611,0,true,0,0,0,0,0,0,0,0,0.0117375,0,0,0,7.972e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,60,0,17058.9,0,0,0,0,0,0,1609.67,ONE_PC,24732.9,0,0,0,0,0,0,0,0,0,0,0.5,60,0,0,0,0,0,0,1024,0,0,0,0,0.985698,16007,0,0
0,0,0,0,0.00525948,0,0,0,0,0,64,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00183169,0,WAIT_DIE,0,0,0,0,1.1811,0,8.9196e-05,0.122795,0,true,0,0,0,0,0,0,0,0,0.0088755,0,0,0,5.712e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,64,0,16384.7,0,0,0,0,0,0,1369.53,ONE_PC,25232.4,0,0,0,0,0,0,0,0,0,0,0.5,64,0,0,0,0,0,0,1024,0,0,0,0,1.07737,15380.7,0,0
0,0,0,0,0.00308064,0,0,0,0,0,128,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00156441,0,WAIT_DIE,0,0,0,0,1.45113,0,3.6337e-05,0.154275,0,true,0,0,0,0,0,0,0,0,0.00549948,0,0,0,3.12e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,780,73,0,15714.6,0,0,0,0,0,0,1369.11,ONE_PC,24035.1,0,0,0,0,0,0,0,0,0,0,0.5,73,0,0,0,0,0,0,780,0,0,0,0,1.31775,14826,0,0
0,0,0,0,0.00049536,0,0,0,0,0,2,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000716901,0,WAIT_DIE,0,0,0,0,1.01255,0,1.4326e-05,0.103528,0,true,0,0,0,0,0,0,0,0,0.00128608,0,0,0,5.48e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,137,62,0,15462,0,0,0,0,0,0,3499.28,TWO_PC,18206.2,0,0,0,0,0,0,0,0,0,0,0.5,62,0,0,0,0,0,0,137,0,0,0,0,0.919639,14629.5,0,0
0,0,0,0,0.000882008,0,0,0,0,0,4,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000678903,0,WAIT_DIE,0,0,0,0,1.46471,0,1.3234e-05,0.110771,0,true,0,0,0,0,0,0,0,0,0.00510725,0,0,0,9.92e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,248,67,0,15157.7,0,0,0,0,0,0,2787.11,TWO_PC,18222.5,0,0,0,0,0,0,0,0,0,0,0.5,67,0,0,0,0,0,0,248,0,0,0,0,0.951359,14194.5,0,0
0,0,0,0,0.00154411,0,0,0,0,0,8,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.000930706,0,WAIT_DIE,0,0,0,0,1.05469,0,3.4021e-05,0.108883,0,true,0,0,0,0,0,0,0,0,0.00319173,0,0,0,1.824e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,456,63,0,16449.6,0,0,0,0,0,0,2371.26,TWO_PC,24052.3,0,0,0,0,0,0,0,0,0,0,0.5,63,0,0,0,0,0,0,456,0,0,0,0,0.960178,15464.1,0,0
0,0,0,0,0.0031382,0,0,0,0,0,16,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00134399,0,WAIT_DIE,0,0,0,0,1.04011,0,7.6363e-05,0.107648,0,true,0,0,0,0,0,0,0,0,0.00548699,0,0,0,3.732e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,933,64,0,16210.2,0,0,0,0,0,0,1389.64,TWO_PC,22168.1,0,0,0,0,0,0,0,0,0,0,0.5,64,0,0,0,0,0,0,933,0,0,0,0,0.949609,15217.7,0,0
0,0,0,0,0.00626219,0,0,0,0,0,32,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00218867,0,WAIT_DIE,0,0,0,0,1.2097,0,0.000117739,0.113894,0,true,0,0,0,0,0,0,0,0,0.011522,0,0,0,6.992e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,64,0,16937.6,0,0,0,0,0,0,1409.64,TWO_PC,23340,0,0,0,0,0,0,0,0,0,0,0.5,64,0,0,0,0,0,0,1024,0,0,0,0,0.997473,15901,0,0
0,0,0,0,0.00384201,0,0,0,0,0,64,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.0017338,0,WAIT_DIE,0,0,0,0,1.34203,0,0.000123386,0.140016,0,true,0,0,0,0,0,0,0,0,0.00661911,0,0,0,4.24e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,71,0,16851.1,0,0,0,0,0,0,1346.64,TWO_PC,23768.5,0,0,0,0,0,0,0,0,0,0,0.5,71,0,0,0,0,0,0,1024,0,0,0,0,1.18428,15875.3,0,0
0,0,0,0,0.00309948,0,0,0,0,0,128,0,0,0,0,inf,0,0,0,0,0,0.05,0,1000,0,0.00130855,0,WAIT_DIE,0,0,0,0,1.40963,0,3.8059e-05,0.147805,0,true,0,0,0,0,0,0,0,0,0.00531601,0,0,0,3.356e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,839,65,0,16183.4,0,0,0,0,0,0,1338.59,TWO_PC,22973.8,0,0,0,0,0,0,0,0,0,0,0.5,65,0,0,0,0,0,0,839,0,0,0,0,1.28575,15312.9,0,0
